text,label,words
安理会决定延长对科特迪瓦制裁期限,6,安理会 决定 延长 对 科特迪瓦 制裁 期限
200余警民搜山4天4夜逼杀人疑犯自首,5,200 余 警民 搜山 4 天 4 夜 逼 杀人 疑犯 自首
快讯：物联网概念表现活跃 个股多数飘红,2,快讯 ： 物 联网 概念 表现 活跃   个股 多数 飘红
第66届联大选举产生4个安理会非常任理事国,6,第 66 届 联大 选举 产生 4 个 安理会 非常任 理事国
黄贯中谈弟弟受伤属意外 留言称与地域无关(图),9,黄贯中 谈 弟弟 受伤 属 意外   留言 称 与 地域 无关 ( 图 )
迷宫历险记 《真武傲剑》迷踪阵解析,8,迷宫 历险记   《 真武 傲剑 》 迷踪 阵 解析
九段国手之女考上清华 广州围棋冠军考进广东前十,7,九段 国手 之女 考上 清华   广州 围棋 冠军 考进 广东 前十
银价上涨出售银条反亏本 实物白银回购渠道欠缺,0,银价 上涨 出售 银条 反 亏本   实物 白银 回购 渠道 欠缺
《大宋豪侠》九折优惠 愚人节不愚人,8,《 大宋 豪侠 》 九折 优惠   愚人节 不 愚人
新浪教育-春城晚报：作文太难考生大喊“不想学”,3,新浪 教育 - 春城 晚报 ： 作文 太难 考生 大喊 “ 不想 学 ”
首款WCDMAGSM双待 内外双屏酷派W700亮相,4,首款 WCDMAGSM 双待   内外 双屏 酷派 W700 亮相
黎明否认演唱会门票滞销 斥东亚唱片放假消息,9,黎明 否认 演唱会 门票 滞销   斥 东亚 唱片 放假 消息
女童在首都机场坠下天桥身亡,5,女童 在 首都机场 坠下 天桥 身亡
北京首个亿元级别墅区亮相昌平 据称已售出一套,1,北京 首个 亿元 级 别墅区 亮相 昌平   据称 已 售出 一套
HRT谴责菜鸟车手害其输给莲花 自评2010年最可靠新队,7,HRT 谴责 菜鸟 车手 害其 输给 莲花   自评 2010 年 最 可靠 新队
尤小刚《对手》俄罗斯获奖 《勇士》春节上映,9,尤小刚 《 对手 》 俄罗斯 获奖   《 勇士 》 春节 上映
徐东华：买房要看重房产理财而非房产投机(图),1,徐 东华 ： 买房 要 看重 房产 理财 而 非 房产 投机 ( 图 )
网游《激战海陆空》怒放的枪炮玫瑰,8,网游 《 激战 海陆空 》 怒放 的 枪炮 玫瑰
阿里妈妈被合并后续：品牌保留业务继续,4,阿里 妈妈 被 合并 后续 ： 品牌 保留 业务 继续
体坛明星豪宅地址曝光之商毅,1,体坛 明星 豪宅 地址 曝光 之商毅
收评：基指收涨0.44% 九成封基飘红,0,收评 ： 基指 收涨 0.44%   九成 封基 飘红
医院称连胜文意识清楚可简单讲话,6,医院 称 连胜文 意识 清楚 可 简单 讲话
大话王巴顿：退休了再结婚 在鸟巢向舒马赫发出挑战,7,大话 王 巴顿 ： 退休 了 再 结婚   在 鸟巢 向 舒马赫 发出 挑战
港股认股证总成交金额110.32亿港元,2,港股 认股证 总成交 金额 110.32 亿港元
微博爆料林俊杰喜欢玩DOTA和星际争霸,8,微博 爆料 林俊杰 喜欢 玩 DOTA 和 星际争霸
披上创新外衣 ETF联接产品给基金公司想象空间,0,披上 创新 外衣   ETF 联接 产品 给 基金 公司 想象 空间
母女错关看守所8天向警方索赔5万元,5,母女 错关 看守所 8 天向 警方 索赔 5 万元
《聚仙》神秘的小岛―石船岛的传说,8,《 聚仙 》 神秘 的 小岛 ― 石船 岛 的 传说
高考百日冲刺系列指导：备考策略和应试技巧,3,高考 百日 冲刺 系列 指导 ： 备考 策略 和 应试 技巧
房山原香小镇开始办理vip卡样板间即将开放(图),1,房山 原香 小镇 开始 办理 vip 卡 样板间 即将 开放 ( 图 )
盛大在线任命许朝军为首席运营官,8,盛大 在线 任命 许朝军 为 首席 运营官
《醉江湖online》双倍掉宝周末嗨翻天,8,《 醉 江湖 online 》 双倍 掉宝 周末 嗨 翻天
英语四级备考冲刺：如果你只剩下一个月的时间,3,英语 四级 备考 冲刺 ： 如果 你 只 剩下 一个月 的 时间
中外地产大腕即将云集世界不动产大会,1,中外 地产 大腕 即将 云集 世界 不动产 大会
美参院多德将推动金融监管改革法案审批进程,2,美参院 多德 将 推动 金融监管 改革 法案 审批 进程
2010广州车展乐视网视频播客大赛启动,4,2010 广州 车展 乐 视网 视频 播客 大赛 启动
上地东大盘金域华府样板间换新装 小三居在售,1,上 地东 大盘 金域 华府 样板间 换新装   小三居 在 售
女子携带1万元现金坠楼身亡,5,女子 携带 1 万元 现金 坠楼 身亡
海盗船威风凛凛 跑跑卡丁车海贼时代,8,海盗船 威风凛凛   跑跑 卡丁车 海贼 时代
欧洲多国因退休制度改革出现罢工事件,6,欧洲 多国 因 退休 制度 改革 出现 罢工 事件
自考名师：毕业论文撰写第一步选好题,3,自考 名师 ： 毕业论文 撰写 第一步 选好题
洪波：iPhone与运营商谁是狼,4,洪波 ： iPhone 与 运营商 谁 是 狼
联通iPhone在华销售超10万 七成用户选择合约,4,联通 iPhone 在 华 销售 超 10 万   七成 用户 选择 合约
英语四六级考场上该知道的八件事,3,英语 四六级 考场 上该 知道 的 八件 事
南大校长网上账号被冒名顶替,4,南 大 校长 网上 账号 被 冒名顶替
腾讯微博再陷抄袭门 被迫关停山寨账号,4,腾讯 微博 再 陷 抄袭 门   被迫 关停 山寨 账号
组图：克鲁斯妻女当街做秀 小苏瑞化身伞下精灵,9,组图 ： 克鲁斯 妻女 当街 做秀   小苏 瑞 化身 伞下 精灵
雨雪天气令民营快递雪上加霜部分主干线封路,4,雨雪 天气 令 民营 快递 雪上加霜 部分 主干线 封路
HOLD住萝莉 索尼NEX5N套机国庆大酬宾,4,HOLD 住萝莉   索尼 NEX5N 套机 国庆 大 酬宾
增仓放量大豆牛市拉开序幕,0,增仓 放量 大豆 牛市 拉开序幕
日本政府向东电支援逾1万亿日元用于核事故赔偿,6,日本政府 向东 电 支援 逾 1 万亿日元 用于 核事故 赔偿
陈志云再到廉署报到 涉嫌贪污案16日将判定,9,陈志云 再 到 廉署 报 到   涉嫌 贪污案 16 日 将 判定
男子为泄愤持酒精瓶欲点燃公交被制服,5,男子 为 泄愤 持 酒精 瓶 欲 点燃 公交 被 制服
肖像权被侵犯 退役球员将EA告上法庭,8,肖像权 被 侵犯   退役 球员 将 EA 告上 法庭
近30国外长承诺努力解决中东地区冲突,6,近 30 国外 长 承诺 努力 解决 中东地区 冲突
SCE总裁平井一夫9月转岗SCEE总裁接任,8,SCE 总裁 平井 一夫 9 月 转岗 SCEE 总裁 接任
证监会宣布蓝色光标等5家公司过会,4,证监会 宣布 蓝色 光标 等 5 家 公司 过会
女子称生意太忙把女儿丢给陌生的哥(图),5,女子 称 生意 太忙 把 女儿 丢 给 陌生 的哥 ( 图 )
香港海面货船发生火灾两度爆炸18人受伤(图),6,香港 海面 货船 发生 火灾 两度 爆炸 18 人 受伤 ( 图 )
超级减产无效 油价跌至33美元,0,超级 减产 无效   油价 跌至 33 美元
给荧屏情感剧把把脉 三大通病引发质疑,9,给 荧屏 情感 剧把 把脉   三大 通病 引发 质疑
《使命召唤8现代战争3》下月或亮相,8,《 使命 召唤 8 现代战争 3 》 下 月 或 亮相
收购三一重机 三一重工抢攻挖掘机市场,2,收购 三一 重机   三一 重工 抢攻 挖掘机 市场
精华制药：中药尚待突破 原料药挑大梁,2,精华 制药 ： 中药 尚待 突破   原料药 挑大梁
一批券商个股最新评级及推金股,2,一批 券商 个股 最新 评级 及 推金股
美英等5国合作打击索马里海盗,6,美英 等 5 国 合作 打击 索马里 海盗
德国总理默克尔与以总统佩雷斯会谈,6,德国总理 默克尔 与 以 总统 佩雷斯 会谈
精灵王子奥兰多秘密结婚 老婆被曝怀孕3个月,9,精灵 王子 奥兰多 秘密 结婚   老婆 被 曝 怀孕 3 个 月
债券货币基金看市场 下半年经济存在好转机会,0,债券 货币基金 看 市场   下半年 经济 存在 好转 机会
首部精神分析反特剧《热爱》今晚吉林昆明首播,9,首部 精神分析 反特剧 《 热爱 》 今晚 吉林 昆明 首播
调查-火箭主场憾负马刺 请您为双方球员表现打分,7,调查 - 火箭 主场 憾负 马刺   请 您 为 双方 球员 表现 打分
成本需求合推 PTA有望再上一城,0,成本 需求 合推   PTA 有望 再 上 一城
狱警为嫌犯通风报信收受价值50余万住房贿赂,5,狱警 为 嫌犯 通风报信 收受 价值 50 余万 住房 贿赂
贾乃亮借《拯救》东风加盟华谊,9,贾乃亮 借 《 拯救 》 东风 加盟 华谊
黑龙江处罚五家群发违规短信公司,4,黑龙江 处罚 五家 群发 违规 短信 公司
国务院发布推进重庆统筹城乡改革发展若干意见,6,国务院 发布 推进 重庆 统筹 城乡 改革 发展 若干意见
市民爬上高30米塔吊要见房屋开发商,5,市民 爬 上 高 30 米 塔吊 要 见 房屋 开发商
房地产：政策微调不会重复昨天的故事,2,房地产 ： 政策 微调 不会 重复 昨天 的 故事
印度两岁男童因上颚长颗小牙与狗结婚,5,印度 两岁 男童 因 上颚 长颗 小牙 与 狗 结婚
强大希腊队并非无懈可击 尤纳斯奇招险些带来逆转,7,强大 希腊队 并非 无懈可击   尤纳斯 奇招 险些 带来 逆转
肯尼亚总理前往科特迪瓦参与危机调解,6,肯尼亚 总理 前往 科特迪瓦 参与 危机 调解
内置多种SNS网络 英特尔推出Moblin新UI,4,内置 多种 SNS 网络   英特尔 推出 Moblin 新 UI
皇马主席致信祝贺国安夺冠你们是中国足球的标志,7,皇马 主席 致信 祝贺 国安 夺冠 你们 是 中国 足球 的 标志
调查-麦蒂连续两场发挥低迷 您如何评价他的表现,7,调查 - 麦蒂 连续 两场 发挥 低迷   您 如何 评价 他 的 表现
顺义中景江山赋150-210平大户型全款98折(图),1,顺义 中景 江山 赋 150 - 210 平 大户型 全款 98 折 ( 图 )
远洋一方呈现城市别样水岸生活,1,远洋 一方 呈现 城市 别样 水岸 生活
13岁男孩4年修香港本硕课程 将赴美做访问学者,5,13 岁 男孩 4 年 修 香港 本硕 课程   将 赴美 做 访问学者
郑智首发战狼队世界波难救主 打破进球荒09开好头,7,郑智 首发 战狼队 世界 波难 救主   打破 进球 荒 09 开 好头
建投能源：稳步上升 冲击前高,2,建投 能源 ： 稳步 上升   冲击 前高
2010年陕西将评选中小学特级教师200名,3,2010 年 陕西 将 评选 中小学 特级教师 200 名
重仓地产股 中邮系基金赚欢了,0,重仓 地产股   中邮系 基金 赚欢 了
一周热盘最新消息 朝青精装90平2居现房98折,1,一周 热盘 最新消息   朝青 精装 90 平 2 居 现房 98 折
纳米比亚疑似包裹炸弹谜底今揭晓,6,纳米比亚 疑似 包裹 炸弹 谜底 今 揭晓
葡媒列两理由看好董方卓首秀中国前锋本周亮相葡超,7,葡媒列 两 理由 看好 董方卓 首秀 中国 前锋 本周 亮相 葡超
日股全日跌90.47点或0.94%,2,日股 全日 跌 90.47 点 或 0.94%
送高考状元“师家车”活动火热进行中,3,送 高考状元 “ 师家车 ” 活动 火热 进行 中
工业品期货三品种涨停 出口限令提振胶市,0,工业品 期货 三 品种 涨停   出口 限令 提振胶 市
1900点反复徘徊 公募不敢言多,2,1900 点 反复 徘徊   公募 不敢 言多
金马杯国跳公开赛俄罗斯棋手夺冠 中国高文龙列第8,7,金马 杯国 跳 公开赛 俄罗斯 棋手 夺冠   中国 高 文龙 列 第 8
伊朗禁止国际原子能机构核查人员入境,6,伊朗 禁止 国际原子能机构 核查 人员 入境
业主博客骂开发商遭索赔4万元,5,业主 博客 骂 开发商 遭 索赔 4 万元
南海石油发1亿美元换股债,2,南海 石油 发 1 亿美元 换 股债
韩君婷怕做隆胸代言人 吴耀汉抱孙不靠儿子(图),9,韩君婷 怕 做 隆胸 代言人   吴耀汉 抱孙 不靠 儿子 ( 图 )
认清自我 找到属于你的考研复习方法,3,认清 自我   找到 属于 你 的 考研 复习方法
政策收紧预期加强 股指反弹难有起色,0,政策 收紧 预期 加强   股指 反弹 难 有起色
早盘：美股强劲攀升 道指突破8000点,2,早盘 ： 美股 强劲 攀升   道 指 突破 8000 点
交警处理撞车事故时被司机捅伤,5,交警 处理 撞车 事故 时 被 司机 捅 伤
提醒：成考专业加试注意细节表现,3,提醒 ： 成考 专业 加试 注意 细节 表现
女儿疑父亲被饿死状告养老院监护存过失,5,女儿 疑 父亲 被 饿死 状告 养老院 监护 存 过失
沪上临界学生最明智选择：报考外地高校,3,沪 上 临界 学生 最 明智 选择 ： 报考 外地 高校
少年为赚钱玩网游绑架杀害5龄童,5,少年 为 赚钱 玩 网游 绑架 杀害 5 龄 童
国产软件逆市飘红显示危中藏机,4,国产软件 逆市 飘红 显示 危 中藏 机
《求生之路2》成为澳洲今年第4款禁作,8,《 求生 之路 2 》 成为 澳洲 今年 第 4 款禁作
星战OL官网摆乌龙 责任人要关1000年,8,星战 OL 官网 摆乌龙   责任人 要关 1000 年
恒大接手广药放言两年内进亚冠 第三年夺中超冠军,7,恒大 接手 广药 放言 两年 内 进亚冠   第三年 夺中超 冠军
赎回期逼近 中行或再发250亿元次级债,0,赎回 期 逼近   中行 或 再 发 250 亿元 次级债
中期研究院：金属依旧强势 农产品持续震荡,0,中期 研究院 ： 金属 依旧 强势   农产品 持续 震荡
钩机挖山开路致大石滚落压死3名少年,5,钩机 挖山 开路 致 大石 滚落 压死 3 名 少年
刘德华朱丽倩传闻中婚礼未举行,9,刘德华 朱丽倩 传闻中 婚礼 未 举行
庆祝清华大学建校100周年大会发言摘编(组图),3,庆祝 清华大学 建校 100 周年 大会 发言 摘编 ( 组图 )
嫌犯为报复他人自制安装8枚炸弹,5,嫌犯 为 报复 他人 自制 安装 8 枚 炸弹
直击-建业借乌龙打开胜利之门 替补前锋垫射添彩,7,直击 - 建业 借 乌龙 打开 胜利 之 门   替补 前锋 垫射 添彩
陈伟霆与阿Sa经济独立 赴大阪拍外景感担心(图),9,陈伟霆 与 阿 Sa 经济 独立   赴 大阪 拍外景 感 担心 ( 图 )
基金产品扩容 分析师工作量水涨船高,0,基金 产品 扩容   分析师 工作量 水涨船高
神器降临 诺基亚N8全球独家外观评测,4,神器 降临   诺基亚 N8 全球 独家 外观 评测
27日下调个人住房公积金贷款利率0.27个百分点,0,27 日 下调 个人住房 公积金 贷款 利率 0.27 个 百分点
德银上调九仓目标价至41.8元,2,德银 上调 九仓 目标价 至 41.8 元
西藏5100称上周才获订单减少通知 分析指或损盈利,2,西藏 5100 称 上周 才 获 订单 减少 通知   分析 指 或 损 盈利
高凌风任电视节目评委 坦言为挽救婚姻愿意整容,9,高凌风 任 电视节目 评委   坦言 为 挽救 婚姻 愿意 整容
港股缩量收低 关注量能能否再度放大,2,港股 缩量 收低   关注 量 能 能否 再度 放大
网友拍下重庆七大天象奇观(组图),5,网友 拍 下 重庆 七大 天象 奇观 ( 组图 )
抢车嫌犯开车撞上电线杆后身亡(组图),5,抢车 嫌犯 开车 撞 上 电线杆 后 身亡 ( 组图 )
八大金刚有望重组 或成地产股新生代,1,八大 金刚 有望 重组   或成 地产股 新生代
好莱坞潜规则：如果你想演同志 千万别出柜(图),9,好莱坞 潜规则 ： 如果 你 想演 同志   千万别 出柜 ( 图 )
孙悦回归男篮付出代价 放弃夏季联赛恐丢NBA饭碗,7,孙悦 回归 男篮 付出代价   放弃 夏季 联赛 恐 丢 NBA 饭碗
切尔西万人敌打爆又一豪门名将 足坛有几人能与之叫板,7,切尔西 万人敌 打爆 又 一 豪门 名将   足坛 有 几人能 与 之 叫板
《寂静岭》演员阵容公布 老角色回归,8,《 寂静岭 》 演员阵容 公布   老 角色 回归
身高仅0.71米最袖珍妈妈欲怀第四胎,3,身高 仅 0.71 米 最 袖珍 妈妈 欲怀 第四胎
基金改革酝酿三大突破 建立基金经理人评价体系,0,基金 改革 酝酿 三大 突破   建立 基金 经理人 评价 体系
1000万像素4倍光变 佳能A3000仅售920,4,1000 万 像素 4 倍 光变   佳能 A3000 仅售 920
联合国安理会通过决议制裁科特迪瓦前总统巴博,6,联合国安理会 通过 决议 制裁 科特迪瓦 前 总统 巴博
房山提香草堂独栋别墅总价800万全款98折(图),1,房山 提香 草堂 独栋 别墅 总价 800 万全 款 98 折 ( 图 )
内斯塔神秘伤情背后真相 老贝幕后操纵AC米兰首发阵？,7,内斯塔 神秘 伤情 背后 真相   老贝 幕后操纵 AC 米兰 首发 阵 ？
斯奈德殴打狱友成牢中一霸 被强制接受精神病治疗,7,斯奈德 殴打 狱友 成牢 中 一霸   被 强制 接受 精神病 治疗
希拉里称美密切与俄关系不会削弱美欧关系,6,希拉里 称美 密切 与 俄 关系 不会 削弱 美欧 关系
中情局高官就CIA涉嫌销毁酷刑录像带出庭作证,6,中情局 高官 就 CIA 涉嫌 销毁 酷刑 录像带 出庭作证
14岁男孩命根套上滑轮轴承半个月致糜烂,5,14 岁 男孩 命根 套上 滑轮 轴承 半个 月致 糜烂
早盘：美元上涨压低股市与商品市场,2,早盘 ： 美元 上涨 压低 股市 与 商品 市场
兴业证券：复苏萌芽 继续看多,2,兴业 证券 ： 复苏 萌芽   继续 看多
融科香雪兰溪预计9月底推2-3居新房源,1,融科 香雪 兰溪 预计 9 月底 推 2 - 3 居新 房源
文化部网游管理暂行办法8月1日实施,8,文化部 网游 管理 暂行办法 8 月 1 日 实施
精神障碍男子连续袭击小区居民,5,精神障碍 男子 连续 袭击 小区 居民
《征途》“武林大会”新赛季群雄云集,8,《 征途 》 “ 武林大会 ” 新 赛季 群雄 云集
郭家铭写真阳光帅气 新剧演绎都市新贵(组图),9,郭家铭 写真 阳光 帅气   新剧 演绎 都市 新贵 ( 组图 )
梦想在京北绽放 金隅万科三期圆梦记,1,梦想 在 京北 绽放   金隅 万科 三期 圆梦 记
轿车与90斤大黑狗相撞发生侧翻,5,轿车 与 90 斤 大 黑狗 相撞 发生 侧翻
鲁粤战最后3.1秒演全武行 冲突主角恐遭重罚(视频),7,鲁粤战 最后 3.1 秒 演全 武行   冲突 主角 恐遭 重罚 ( 视频 )
珠江拉维小镇8月开盘均价8500排号每平减110(图),1,珠江 拉维 小镇 8 月 开盘 均价 8500 排号 每平减 110 ( 图 )
高温大雨中 千人排队购房,1,高温 大雨 中   千人 排队 购房
阿泰PK阿里扎再起争论 火箭1号：别再拿我跟他比,7,阿泰 PK 阿里 扎 再起 争论   火箭 1 号 ： 别 再 拿 我 跟 他 比
重庆部分银行二套房贷利率升30% 首付须6成,0,重庆 部分 银行 二套 房贷利率 升 30%   首付 须 6 成
独家专访：华侨城谭笑解读环渤海商务区落户垡头,1,独家 专访 ： 华侨城 谭笑 解读 环渤海 商务区 落户 垡头
Ophone时尚智能机 白色版华硕T10评测,4,Ophone 时尚 智能机   白色 版 华硕 T10 评测
超炫开机动画 谷歌Nexus One界面赏析,4,超炫 开机 动画   谷歌 Nexus   One 界面 赏析
图文-业巡赛精英比洞赛练习日 部分参赛球员合影,7,图文 - 业 巡赛 精英 比洞赛 练习 日   部分 参赛 球员 合影
谢苏明揭秘金泰城丽湾高调招聘与低价入市(组图),1,谢苏明 揭秘 金泰 城丽湾 高调 招聘 与 低价 入市 ( 组图 )
美国国防部削减导弹防御项目预算,6,美国国防部 削减 导弹 防御 项目 预算
今日看多指数上升至10%,2,今日 看多 指数 上升 至 10%
北约25辆供给车辆遭塔利班袭击烧毁,6,北约 25 辆 供给 车辆 遭 塔利班 袭击 烧毁
美女穿比基尼做乳腺癌调查 男士踊跃作答(图),5,美女 穿 比基尼 做 乳腺癌 调查   男士 踊跃 作答 ( 图 )
热血江湖V6.0热血圣战野外BOSS陪你,8,热血 江湖 V6.0 热血 圣战 野外 BOSS 陪 你
快讯：两热点激活市场人气 沪指连克三条均线,2,快讯 ： 两 热点 激活 市场 人气   沪 指连克 三条 均线
丰田承认召回隐患早在两年前就已知晓,6,丰田 承认 召回 隐患 早 在 两年 前 就 已 知晓
丁俊晖逆转2大关键因素 为何他偏偏对磨功免疫,7,丁俊晖 逆转 2 大 关键因素   为何 他 偏偏 对磨功 免疫
光大银行有望7月H股上市 IPO融资规模近400亿元,2,光大银行 有望 7 月 H股 上市   IPO 融资 规模 近 400 亿元
印尼火山时隔400年再次喷发 岩浆流至数公里外,6,印尼 火山 时隔 400 年 再次 喷发   岩浆 流至 数公里 外
突击风暴百团烽烟再起 专访上届冠军U5,8,突击 风暴 百团 烽烟 再起   专访 上届 冠军 U5
美政府暂停向三家银行支付抵押贷款付款,2,美政府 暂停 向 三家 银行 支付 抵押 贷款 付款
天津招收特长生高中学校名单公布,3,天津 招收 特长生 高中 学校 名单 公布
QQ西游飞行三包 安全引领坐骑新风尚,8,QQ 西游 飞行 三包   安全 引领 坐骑 新风尚
老布入主国奥不在乎钱多钱少 闯进伦敦将获额外奖励,7,老布 入主 国奥 不在乎 钱 多 钱 少   闯进 伦敦 将 获 额外 奖励
张韶涵打拼十年决战“唱响”之巅(图),9,张韶涵 打拼 十年 决战 “ 唱响 ” 之巅 ( 图 )
《梦幻天劫OL》公测首日人气爆棚,8,《 梦幻 天劫 OL 》 公测 首日 人气 爆棚
19岁小将创冬奥惊人纪录 豪言：四年后一定圆金牌梦,7,19 岁 小将 创 冬奥 惊人 纪录   豪言 ： 四年 后 一定 圆 金牌 梦
消费者提前一年预定明年年夜饭,5,消费者 提前 一年 预定 明年 年夜饭
德甲-里贝里难救主拜仁连败 不来梅险遭逆转5-4胜,7,德甲 - 里 贝里 难 救主 拜仁 连败   不来梅 险遭 逆转 5 - 4 胜
郭敬明新书上市引销售热潮 称作家赚钱没有错,9,郭敬明 新书 上市 引 销售 热潮   称 作家 赚钱 没有 错
5岁男孩独自在家引发火灾打119自救,5,5 岁 男孩 独自 在家 引发 火灾 打 119 自救
倪萍被诉拖欠11万代言介绍费 原告当庭播放录音,9,倪萍 被诉 拖欠 11 万 代言 介绍费   原告 当庭 播放 录音
基金专户理财获准无限制参与股指期货,0,基金 专户 理财 获准 无 限制 参与 股指 期货
证监会批准上期所开展钢材期货交易,0,证监会 批准 上期 所 开展 钢材 期货交易
巴西总统卢拉无意出任联合国秘书长,6,巴西 总统 卢拉 无意 出任 联合国 秘书长
女孩花49天追问1.5亿光亮工程 赠政府鸭梨遭拒,5,女孩 花 49 天 追问 1.5 亿 光亮 工程   赠 政府 鸭梨 遭拒
钢结构股 装饰装修板块联袂下跌,2,钢结构 股   装饰 装修 板块 联袂 下跌
太阳升起照耀狂野西部 他们竟已悄然重返夺冠行列,7,太阳 升起 照耀 狂野 西部   他们 竟 已 悄然 重返 夺冠 行列
72岁中医教授被假借炒股骗走200万,5,72 岁 中医 教授 被 假借 炒股 骗走 200 万
15只新基金带来逾400亿增量资金,0,15 只 新 基金 带来 逾 400 亿 增量 资金
《蛙蛙疯狂斗地主》游戏评测,8,《 蛙 蛙 疯狂 斗地主 》 游戏 评测
游戏电影萝莉大PK CSOL精彩对决,8,游戏 电影 萝莉大 PK   CSOL 精彩 对决
基金规模差距拉大 10只袖珍基金规模不足1亿份,0,基金 规模 差距 拉大   10 只 袖珍 基金 规模 不足 1 亿份
强制减仓制度考验期市风控体系,0,强制 减仓 制度 考验 期市 风控 体系
货车斑马线上撞伤5名过马路行人(组图),5,货车 斑马线 上 撞伤 5 名过 马路 行人 ( 组图 )
肇事司机撞人后将其拖行2.5公里,5,肇事 司机 撞人后 将 其 拖行 2.5 公里
《倾世皇妃》收官 王琳欲为“坏女人”正名,9,《 倾世 皇妃 》 收官   王琳 欲 为 “ 坏 女人 ” 正名
王雅捷《列车》服装考究 30套旗袍媲美张曼玉,9,王雅捷 《 列车 》 服装 考究   30 套 旗袍 媲美 张曼玉
戈尔巴乔夫预言普京将不参加2012年总统选举,6,戈尔巴乔夫 预言 普京 将 不 参加 2012 年 总统 选举
湖北老河口经适房摇出14连号 官方称愿受调查,1,湖北 老河口 经适 房摇出 14 连号   官方 称 愿受 调查
汪洋“怒斥”李雪松是罪人 李雪松：会找时间认错,7,汪洋 “ 怒斥 ” 李 雪松 是 罪人   李 雪松 ： 会 找 时间 认错
北京市民要求镇政府公开拆迁信息终审胜诉,1,北京市民 要求 镇政府 公开 拆迁 信息 终审 胜诉
《武当七侠》发现物全攻略之一,8,《 武当七侠 》 发现 物 全攻略 之一
北京网络技术应用专科证书课14日报考,3,北京 网络 技术 应用 专科 证书 课 14 日 报考
美国南加大新生今年史上最多元 本科14为亚裔,3,美国 南 加大 新生 今年 史上 最 多元   本科 14 为 亚裔
小学为保住平安学校称号被盗后对师生下封口令,5,小学 为 保住 平安 学校 称号 被盗 后 对 师生 下 封口令
《后厨》将拍 海清：曾为八卦痛哭人生不打草稿,9,《 后厨 》 将 拍   海清 ： 曾 为 八卦 痛哭 人生 不 打草稿
券商临亏损尴尬 创新业务难成救命稻草,2,券商 临 亏损 尴尬   创新 业务 难成 救命稻草
受地震的影响 新品佳能600D价格再变,4,受 地震 的 影响   新品 佳能 600D 价格 再变
藤原纪香正式办理离婚 阵内智则将开记者会(图),9,藤原纪香 正式 办理 离婚   阵内 智则 将 开 记者会 ( 图 )
周三上午金融板块整体上扬,2,周三 上午 金融 板块 整体 上扬
美媒称车臣分裂分子网站宣称对地铁爆炸案负责,6,美媒称 车臣 分裂 分子 网站 宣称 对 地铁 爆炸案 负责
国外杂志大尺度介绍游戏美女 收录名模写真,8,国外 杂志 大 尺度 介绍 游戏 美女   收录 名模 写真
79岁老人自拍DV记录人生 称系送给自己礼物(图),5,79 岁 老人 自拍 DV 记录 人生   称系 送给 自己 礼物 ( 图 )
王力宏新单曲封面弹20公斤琵琶(附图),9,王力宏 新 单曲 封面 弹 20 公斤 琵琶 ( 附图 )
金管局纽约时段再向市场注资38.75亿元,2,金管局 纽约 时段 再 向 市场 注资 38.75 亿元
3名歹徒杀死老板妻女后劫走30余万珠宝,5,3 名 歹徒 杀死 老板 妻女 后 劫走 30 余万 珠宝
调查-您如何评价富士通杯孔杰大胜李世石夺冠,7,调查 - 您 如何 评价 富士通杯 孔杰 大胜 李世石 夺冠
专访《梦幻天劫》浮云神马之生父,8,专访 《 梦幻 天劫 》 浮云 神马 之 生父
俄罗斯计划明年宣布拥有北极部分领土主权,6,俄罗斯 计划 明年 宣布 拥有 北极 部分 领土 主权
央企保值增值要绷紧风险这根“弦”,0,央企 保值 增值 要 绷紧 风险 这根 “ 弦 ”
期市收评：棉花橡胶略显强势 有色金属集体回调,0,期市 收评 ： 棉花 橡胶 略显 强势   有色金属 集体 回调
2010年研究生入学考试管理类专业硕士模拟试题,3,2010 年 研究生 入学考试 管理 类 专业 硕士 模拟 试题
中国期货市场进入百万亿规模时代,0,中国 期货市场 进入 百万 亿 规模 时代
警方二次尸检确认富士康员工坠楼致死不予立案,5,警方 二次 尸检 确认 富士康 员工 坠楼 致死 不予 立案
基地阿拉伯半岛分支头目称将对美发动更多攻击,6,基地 阿拉伯半岛 分支 头目 称 将 对 美 发动 更 多 攻击
美国新闻节目《60分钟》资深主持安迪-鲁尼去世,9,美国 新闻节目 《 60 分钟 》 资深 主持 安迪 - 鲁尼 去世
欧冠-罗本破门并助小猪得分里贝里中柱 拜仁2-0胜,7,欧冠 - 罗本 破门 并助 小猪 得分 里 贝里 中 柱   拜仁 2 - 0 胜
13英寸P8600双核 富士通T5010售20499,4,13 英寸 P8600 双核   富士通 T5010 售 20499
泼辣凤姐化身美嫦娥 姚笛影视两栖人气旺(图),9,泼辣 凤姐 化身 美 嫦娥   姚笛 影视 两栖 人气 旺 ( 图 )
朝阳首开常青藤推特价房立减27万赠户外庭院,1,朝阳 首开 常青藤 推 特价 房立 减 27 万赠 户外 庭院
报刊体制改革有四个难点 1500多家已完成转企,4,报刊 体制改革 有 四个 难点   1500 多家 已 完成 转企
新年一月份基金重仓股近七成跌幅超大盘,0,新年 一月份 基金 重仓股 近 七成 跌幅 超 大盘
经典Q版《春秋Q传》开启伏魔修仙之门,8,经典 Q版 《 春秋 Q 传 》 开启 伏 魔 修仙 之 门
